x	y	w	h	content
751	616	32	45	A
806	615	134	42	BUSY
964	610	134	41	HIVE.
1491	596	40	39	13
309	725	111	53	they
436	721	186	52	became
646	714	211	52	qualified
878	706	80	57	for
972	703	87	56	the
1085	700	119	54	work
1234	695	86	54	the
1346	692	194	48	students
310	792	121	46	went
439	787	84	50	out
531	783	52	52	to
603	781	474	41	teach-missionaries
1085	763	52	57	to
1145	761	80	56	lift
1234	758	61	57	up
1309	755	118	55	their
1435	751	102	54	less-
313	849	204	52	favoured
527	843	197	54	fellows.
755	837	141	55	Many
905	832	59	58	of
972	830	113	56	them
1108	826	56	57	in
1172	824	99	55	this
1279	821	102	53	way
1390	818	159	49	earned
312	913	88	55	the
409	910	166	54	money
588	905	114	56	that
711	901	192	54	enabled
913	895	109	56	them
1062	891	57	56	to
1137	889	150	52	return
1312	885	131	49	again
1461	881	87	48	and
317	981	63	51	go
393	978	63	52	on
472	975	172	50	further
657	968	107	53	with
788	963	124	54	their
925	958	97	55	own
1045	954	196	52	studies.
1275	947	59	56	In
1354	945	35	56	a
1409	943	137	53	single
314	1048	106	48	year
431	1044	59	51	as
504	1042	133	49	many
650	1037	60	52	as
720	1034	153	50	10,000
886	1028	190	49	children
1096	1020	117	51	have
1229	1015	111	51	been
1358	1009	188	49	enrolled
315	1103	52	56	in
378	1102	81	56	the
470	1100	173	54	schools
654	1095	155	55	taught
820	1090	63	57	by
894	1088	195	52	teachers
1101	1082	99	54	sent
1211	1078	77	54	out
1300	1075	99	52	from
1429	1071	110	49	Fisk,
330	1171	256	46	-teachers,
596	1161	128	53	some
740	1155	61	57	of
811	1153	129	54	whom
979	1147	35	58	a
1030	1145	122	55	little
1164	1140	136	54	while
1309	1135	153	52	before
1480	1129	66	54	did
317	1228	83	57	not
411	1226	258	52	themselves
680	1220	126	54	know
824	1216	87	55	one
922	1213	137	53	letter
1070	1208	102	54	from
1210	1203	215	49	another.
1459	1193	87	55	The
324	1295	155	54	school
489	1290	104	56	was
603	1286	233	54	pervaded,
846	1279	100	57	too,
956	1276	60	58	by
1026	1274	26	58	a
1062	1273	215	50	religious
1287	1267	262	44	earnestness
324	1359	111	51	that
466	1355	100	52	was
600	1351	284	48	contagious.
945	1341	98	54	The
1077	1337	249	47	conversion
1366	1327	63	53	of
1459	1324	91	50	new
327	1425	204	48	students
564	1416	102	54	was
699	1411	261	50	confidently
993	1401	163	53	looked
1189	1395	99	54	for,
1314	1392	92	53	and
1439	1389	119	49	more
331	1487	216	50	earnestly
564	1479	169	53	sought
743	1473	112	55	than
872	1470	126	53	their
1009	1466	208	49	progress
1227	1460	55	53	in
1299	1458	158	48	letters.
390	1545	102	53	But
504	1542	131	54	along
649	1538	107	55	with
781	1534	75	57	all
867	1532	103	56	this
980	1528	186	53	success
1180	1523	133	53	there
1333	1518	101	52	had
1450	1515	109	50	been
335	1610	37	56	a
398	1609	186	53	steadily
610	1604	249	51	increasing
889	1598	201	50	occasion
1127	1591	63	54	of
1216	1588	204	49	anxiety.
1480	1579	82	52	The
335	1671	241	55	buildings,
586	1665	187	57	cheaply
787	1660	102	59	and
900	1657	171	56	hastily
1089	1653	292	49	constructed,
1391	1646	59	53	as
1461	1645	98	50	they
335	1740	133	50	were,
475	1736	78	52	for
567	1733	248	50	temporary
836	1725	136	54	uses,
983	1721	118	55	were
1119	1717	156	54	falling
1297	1711	104	56	into
1423	1707	142	54	decay.
349	1796	91	53	The
449	1794	105	54	site,
563	1792	145	54	which
717	1789	94	55	had
820	1787	116	54	been
949	1783	241	52	admirably
1199	1776	194	53	adapted
1403	1770	80	56	for
1496	1766	76	57	the
338	1863	160	50	earlier
510	1858	123	53	work
648	1854	60	55	of
717	1852	88	55	the
820	1849	274	51	Institution,
1102	1841	102	55	was
1216	1838	143	54	found
1371	1834	204	50	unsuited
342	1930	49	47	to
404	1928	65	49	its
478	1925	256	49	permanent
742	1916	129	55	uses.
915	1910	117	57	Year
1039	1906	62	59	by
1110	1903	112	59	year
1228	1899	84	59	the
1321	1896	178	55	problem
1529	1889	51	58	of
343	1990	224	49	obtaining
587	1983	139	52	funds
742	1978	80	55	for
834	1976	38	56	a
891	1974	94	55	new
1018	1970	94	56	site
1131	1966	98	57	and
1240	1963	95	57	new
1361	1959	211	55	buildings
347	2060	100	44	grew
490	2054	121	47	more
642	2049	89	50	and
759	2044	124	52	more
911	2039	274	49	perplexing.
1241	2029	93	55	The
1361	2025	216	50	necessity
345	2112	77	54	for
450	2110	74	55	its
544	2108	186	54	solution
761	2104	63	56	at
840	2102	107	55	last
970	2099	187	53	became
1187	2094	284	49	imperative,
1494	2085	82	55	and
348	2176	86	54	the
462	2174	250	52	University
732	2168	247	53	treasurer,
996	2160	103	58	Mr.
1120	2156	175	57	George
1323	2149	79	61	L.
1420	2145	156	60	White,
351	2246	238	42	undertook
599	2235	56	51	to
664	2233	121	51	work
795	2229	45	55	it
850	2227	93	58	out.
406	2301	99	53	Mr.
515	2298	147	55	White
672	2294	99	57	was
780	2290	32	60	a
822	2289	151	58	native
983	2285	50	60	of
1043	2283	157	58	Cadiz,
1210	2279	102	58	New
1340	2276	130	54	York,
1480	2273	98	53	born
353	2366	55	54	in
431	2364	141	53	1838.
621	2358	37	58	A
692	2356	163	56	village
878	2350	310	53	blacksmith's
1207	2342	120	57	boy,
1339	2339	85	56	his
1436	2336	145	54	school
355	2433	239	50	privileges
606	2425	123	54	were
741	2420	182	53	limited
936	2414	58	57	to
1011	2412	133	54	what
1154	2408	72	55	he
1244	2405	184	51	learned
1439	2399	57	55	in
1514	2397	71	53	the
359	2495	155	54	public
523	2490	160	55	school
692	2484	155	56	before
860	2479	92	58	the
969	2476	92	58	age
1077	2473	63	58	of
1148	2471	231	51	fourteen.
1411	2464	118	52	Like
1538	2461	51	52	so
360	2562	134	50	many
522	2556	133	52	other
683	2550	178	53	Yankee
885	2543	117	56	boys
1023	2539	137	55	while
1178	2534	180	53	waiting
1387	2528	79	55	for
1478	2525	109	53	their
362	2624	226	48	work-or
602	2615	139	54	while
752	2610	177	54	getting
947	2604	138	55	ready
1100	2600	79	57	for
1194	2598	155	53	it-he
1365	2594	182	50	became
1563	2591	26	51	a
366	2686	162	50	school
538	2680	205	50	teacher.
778	2671	85	56	He
880	2668	99	56	had
996	2664	219	53	inherited
1228	2657	100	57	from
1358	2654	86	56	his
1457	2651	139	55	father
