x	y	w	h	content
780	664	54	28	66
1102	643	108	49	THE
1234	640	224	45	JUBILEE
1480	632	231	43	SINGERS.
845	761	165	56	Sitting
1026	756	73	58	by
1110	753	89	58	his
1211	750	176	54	window
1415	743	64	57	at
1492	741	88	55	the
1596	737	132	53	hotel
1741	733	55	54	in
1825	730	119	50	Hull
1958	726	47	51	on
794	830	175	51	Sunday
979	823	201	53	evening,
1188	816	93	57	and
1290	812	156	55	noting
1454	806	90	57	the
1555	803	101	55	tide
1670	799	59	56	of
1737	797	157	50	people
1901	791	112	49	flow-
790	890	90	58	ing
903	886	106	58	idly
1035	882	98	58	by,
1144	879	110	57	Mr.
1272	875	163	55	White
1449	871	223	50	proposed
1691	865	66	53	an
1783	863	231	44	extempore
794	961	205	45	religious
1007	950	167	50	service
1182	942	77	55	for
1268	939	121	54	their
1398	934	193	52	benefit.
1632	926	165	52	Taking
1818	921	82	54	the
1918	919	95	52	base
798	1016	47	55	of
853	1014	88	54	the
950	1011	124	54	King
1090	1007	183	51	William
1305	1000	263	48	monument
1578	992	64	54	as
1656	989	38	55	a
1708	987	222	48	platform,
1941	980	77	52	Mr.
800	1078	115	49	Pike
922	1073	217	50	preached
1146	1066	94	54	and
1255	1062	87	55	the
1356	1058	186	53	Singers
1553	1052	115	54	sang
1696	1047	56	55	of
1760	1045	87	53	the
1858	1042	108	51	love
1980	1038	47	52	of
805	1141	164	50	Christ,
977	1134	53	55	to
1038	1132	39	55	a
1085	1130	143	53	crowd
1236	1125	114	54	that
1358	1121	128	53	filled
1495	1116	88	55	the
1595	1113	146	52	street
1750	1107	164	51	farther
1922	1102	107	52	than
803	1202	82	54	the
893	1200	128	54	voice
1030	1196	56	56	of
1094	1194	143	54	either
1245	1189	186	53	speaker
1439	1183	56	57	or
1504	1181	146	53	singer
1658	1175	139	52	could
1805	1169	68	54	be
1884	1166	143	49	heard.
813	1264	140	52	Tears
965	1260	189	52	trickled
1177	1253	121	56	down
1321	1248	90	58	the
1424	1245	167	55	cheeks
1600	1240	58	58	of
1667	1238	139	54	many
1819	1233	57	57	to
1893	1231	131	52	whom
808	1331	81	52	the
899	1328	142	52	sound
1051	1323	50	56	of
1111	1321	152	53	prayer
1273	1316	53	57	or
1337	1314	204	52	religious
1552	1307	113	55	song
1675	1303	102	55	was
1792	1299	243	49	apparently
811	1397	163	48	almost
982	1391	231	46	unknown.
868	1457	58	54	In
940	1455	311	48	Scarborough,
1261	1444	33	57	a
1304	1443	92	55	free
1406	1439	176	53	concert
1592	1433	176	53	yielded
1777	1427	34	57	a
1821	1425	224	51	collection
815	1522	48	55	of
871	1520	141	54	about
1020	1515	111	56	f90,
1139	1512	93	56	and
1240	1509	66	57	on
1318	1506	178	54	Sunday
1505	1501	88	56	the
1605	1498	189	51	Singers
1806	1491	126	52	sang,
1940	1487	59	53	in
2015	1485	28	54	a
815	1588	145	51	heavy
984	1581	131	55	rain,
1129	1576	53	58	to
1206	1573	35	59	a
1266	1571	348	49	Sunday-school
1633	1559	227	51	gathering
1880	1552	58	54	of
1957	1550	86	52	four
819	1652	219	46	thousand
1050	1644	160	51	people
1222	1638	57	55	on
1304	1635	82	56	the
1395	1632	160	54	green.
1590	1624	66	58	At
1665	1622	268	49	Newcastle,
1942	1611	101	55	Rev.
823	1709	73	57	H.
908	1707	54	58	T.
974	1705	233	54	Robjohns
1218	1698	105	57	had
1338	1695	59	58	so
1416	1693	268	51	thoroughly
1699	1684	179	52	worked
1889	1678	70	55	up
1974	1676	78	53	the
820	1777	157	53	public
992	1771	197	53	interest
1201	1764	115	56	that
1324	1760	137	54	every
1477	1755	111	55	seat
1604	1751	107	54	was
1727	1747	111	53	sold
1847	1743	155	49	before
2015	1738	42	52	it
823	1841	96	51	was
927	1838	114	51	time
1049	1835	69	52	for
1126	1832	86	52	the
1220	1829	183	50	concert
1412	1823	57	54	to
1481	1821	277	47	commence.
1792	1809	70	55	At
1875	1806	179	51	Sunder-
825	1900	124	57	land,
960	1896	163	56	Moody
1134	1890	96	59	and
1241	1887	171	56	Sankey
1423	1882	100	58	had
1534	1879	112	57	been
1657	1876	183	53	holding
1851	1870	207	51	meetings
828	1968	82	55	not
919	1965	108	55	long
1036	1961	166	54	before,
1212	1955	52	59	at
1274	1953	78	58	the
1362	1950	235	52	beginning
1607	1943	59	57	of
1676	1941	133	53	what
1819	1936	242	46	afterwards
829	2033	181	48	became
1019	2027	110	51	such
1140	2022	31	56	a
1179	2021	176	52	famous
1363	2015	139	54	work,
1510	2009	91	57	and
1609	2006	84	57	the
1701	2003	175	53	special
1884	1996	176	52	interest
833	2093	113	50	thus
966	2089	234	49	awakened
1210	2081	52	55	in
1285	2079	211	51	religious
1508	2072	115	54	song
1642	2067	211	51	prepared
1871	2060	85	54	the
1971	2057	92	53	way
831	2153	82	56	for
922	2150	90	57	the
1021	2147	211	54	Singers.
1265	2139	127	58	Hon.
1402	2134	59	61	J.
1471	2132	226	55	Candlish,
1707	2125	138	57	M.P.,
1856	2121	198	54	presided,
834	2223	84	50	the
944	2217	227	48	ministers
1190	2207	63	56	of
1269	2204	84	56	the
1385	2199	200	53	different
1601	2193	344	47	denominations
1957	2184	108	52	were
839	2283	247	49	advertised
1100	2275	62	55	as
1180	2273	197	51	patrons,
1387	2265	95	55	and
1496	2261	88	55	the
1598	2257	132	54	large
1747	2251	197	51	Victoria
1965	2242	103	55	Hall
842	2346	92	55	was
943	2343	121	54	filled
1073	2338	155	54	before
1238	2332	143	55	many
1394	2327	109	56	who
1517	2323	172	53	wished
1700	2317	60	56	to
1775	2314	160	51	attend
1946	2309	122	50	could
842	2411	148	49	obtain
1003	2406	238	48	admission.
900	2470	119	52	Lord
1029	2466	294	49	Shaftesbury,
1332	2456	106	56	with
1448	2452	322	49	characteristic
1779	2441	204	50	kindness
1992	2434	85	53	and
845	2534	219	53	foresight,
1077	2527	104	57	had
1197	2524	132	55	given
1349	2519	89	56	the
1457	2516	191	52	Singers
1658	2509	40	57	a
1713	2507	160	52	cordial
1883	2502	142	50	letter
2034	2497	53	52	of
845	2603	287	45	introduction
1146	2591	54	56	to
1217	2588	82	57	his
1313	2584	163	56	friend,
1483	2578	115	58	John
1621	2573	173	55	Burns,
1801	2566	128	55	Esq.,
1936	2562	61	56	of
2003	2559	80	54	the
849	2662	182	52	Cunard
1044	2656	252	52	Steamship
1320	2648	135	56	Line,
1465	2643	57	59	at
1532	2641	233	52	Glasgow.
1800	2631	96	56	Mr.
1906	2627	173	51	Burns's
853	2730	265	47	sympathies
1128	2720	116	53	were
1254	2716	52	55	at
1316	2713	113	54	once
1439	2709	250	50	awakened,
1700	2700	90	56	and
1801	2697	69	56	he
1881	2694	206	51	arranged
