x	y	w	h	content
475	663	401	68	HOSPITALITIES
897	680	68	54	AT
986	683	192	59	CASTLE
1204	691	237	59	WEMYSS.
1520	702	39	50	67
349	778	69	52	for
429	780	31	52	a
478	781	156	58	garden
649	786	124	58	party
788	790	56	57	at
862	792	147	61	Castle
1033	797	212	65	Wemyss,
1255	804	80	61	his
1349	807	216	66	residence
347	836	59	56	on
425	839	197	62	Wemyss
634	846	126	60	Bay.
797	851	253	66	Invitations
1063	861	111	60	were
1187	866	104	60	sent
1304	871	79	58	out
1396	874	51	57	to
1467	877	93	58	four
341	898	192	64	hundred
546	906	177	63	persons
736	913	54	59	of
803	916	270	66	prominence
1086	925	95	60	and
1195	929	213	63	influence
1422	935	50	58	in
1485	937	73	59	the
345	965	113	56	west
472	968	56	56	of
543	969	233	66	Scotland;
787	976	93	63	and
898	979	119	65	Lord
1038	984	297	72	Shaftesbury,
1346	997	102	63	who
1467	1003	92	61	was
341	1029	94	55	also
454	1032	182	61	present,
648	1037	134	62	made
797	1041	31	60	a
853	1043	100	63	very
969	1046	192	67	effective
1183	1053	160	65	appeal
1358	1060	71	61	for
1444	1063	110	61	their
339	1090	283	65	co-operation
634	1099	50	58	in
696	1100	235	67	promoting
943	1108	74	62	the
1029	1111	177	66	mission
1218	1118	46	60	of
1276	1120	81	61	the
1369	1123	173	64	Singers.
395	1151	65	57	To
480	1153	140	63	crown
648	1159	126	63	these
794	1164	176	66	helpful
984	1170	153	65	efforts
1158	1176	54	62	to
1230	1178	182	66	forward
1440	1185	104	63	their
335	1216	113	56	work
463	1218	44	57	in
528	1219	217	66	Scotland,
757	1224	76	65	his
845	1226	207	71	Lordship
1067	1234	154	68	placed
1240	1241	47	63	in
1311	1244	83	63	Mr.
1406	1248	135	63	Pike's
332	1274	159	63	hands,
504	1279	151	65	before
668	1285	122	65	their
806	1290	221	69	departure
1040	1299	96	64	from
1167	1304	155	66	Castle
1339	1311	198	66	Wemyss,
330	1338	147	61	letters
490	1343	44	58	of
546	1345	282	68	introduction
844	1355	51	61	to
907	1357	84	62	the
1010	1360	123	64	Lord
1152	1365	186	66	Provost
1350	1371	59	62	of
1421	1374	119	63	Glas-
329	1410	110	55	gow,
450	1410	93	58	and
562	1411	82	60	the
666	1412	120	63	Lord
808	1415	187	67	Provost
1014	1420	55	65	of
1089	1422	273	74	Edinburgh.
1423	1436	117	67	Their
331	1470	196	59	contents
538	1474	113	60	were
669	1476	55	61	at
739	1478	105	63	that
860	1481	108	64	time
987	1485	239	68	unknown.
1265	1495	134	62	Least
1412	1501	54	58	of
1479	1504	51	57	all
327	1531	89	55	was
427	1533	42	56	it
481	1535	221	64	suspected
714	1541	101	62	that
827	1545	105	62	they
943	1548	228	67	contained
1190	1556	31	60	a
1233	1558	197	64	proposal
1443	1565	94	59	that
325	1594	79	55	the
427	1596	251	64	authorities
701	1602	55	60	of
772	1603	187	67	Glasgow
992	1609	92	65	and
1111	1613	240	69	Edinburgh
1389	1623	148	65	should
324	1658	101	57	vote
436	1660	33	56	a
480	1660	195	65	welcome
687	1664	49	63	to
749	1665	75	65	the
837	1667	183	69	Singers,
1034	1673	84	66	and
1132	1677	115	65	bring
1261	1682	101	63	them
1393	1687	128	62	before
319	1717	77	60	the
409	1719	141	62	public
563	1723	133	62	under
709	1727	77	61	the
799	1730	197	65	auspices
1010	1736	50	61	of
1073	1739	80	61	the
1167	1742	159	65	"Lord
1340	1748	188	67	Provost,
318	1782	82	56	the
417	1784	285	65	magistrates,
715	1791	90	62	and
832	1794	79	62	the
941	1797	124	65	Town
1099	1801	213	69	Council"
1338	1809	57	64	of
1407	1812	115	65	these
314	1842	94	58	two
427	1845	173	64	leading
623	1850	121	65	cities
756	1854	33	63	!
840	1856	191	70	Reports
1054	1864	57	64	of
1124	1867	96	65	this
1236	1871	222	68	gathering
1481	1882	40	58	at
318	1901	152	66	Castle
488	1908	204	67	Wemyss
706	1916	101	63	had
821	1921	251	68	prominent
1086	1930	132	64	place
1236	1935	57	61	in
1316	1938	88	62	the
1422	1941	101	62	daily
310	1973	161	58	papers,
482	1975	196	62	kindling
690	1979	31	59	a
733	1980	174	64	general
919	1985	134	64	desire
1065	1990	49	61	to
1126	1993	106	63	hear
1244	1997	81	63	the
1337	2002	184	66	Singers.
363	2031	36	57	A
414	2032	128	62	series
554	2037	47	60	of
613	2039	226	67	successful
851	2047	189	65	concerts
1053	2054	222	65	followed.
1310	2063	60	59	At
1383	2065	126	60	Largs
308	2093	74	59	the
395	2096	147	63	pastor
555	2100	49	61	of
617	2102	85	63	the
722	2105	268	69	Established
1002	2114	334	69	(Presbyterian)
1348	2126	155	61	Church
306	2157	69	57	set
387	2160	34	57	a
437	2161	203	65	desirable
652	2168	236	67	precedent
900	2175	58	62	by
971	2177	185	65	opening
1176	2182	79	62	his
1271	2184	158	64	church
1452	2188	69	61	for
303	2225	30	48	a
347	2225	175	56	concert
532	2228	98	57	with
653	2230	54	58	an
736	2232	335	69	admission-fee.
1120	2242	86	63	The
1231	2246	83	63	city
1333	2250	169	64	authori-
304	2280	87	58	ties
412	2284	59	58	at
488	2287	217	65	Greenock
