x	y	w	h	content
165	572	98	67	No.
277	567	90	72	23.
509	558	144	88	from
713	554	193	92	youth
928	552	83	94	to
1038	552	132	91	Old
1204	552	142	88	Age..
243	665	45	40	C.
295	664	152	41	ALBERT
468	662	179	39	TINDLEY.
1142	654	38	43	J.
1189	654	208	42	CHANDLER
1417	655	160	39	WRIGHT.
263	846	45	39	1.
315	842	66	39	My
432	837	90	44	life,
546	836	51	44	as
627	836	30	43	a
675	836	87	42	year,
771	835	78	42	had
861	835	30	41	a
903	835	126	40	bright
1038	834	111	40	spring
1158	833	111	40	time,
1290	832	96	40	With
1398	831	168	40	sum-mer
1575	830	63	40	and
263	880	45	43	2.
317	880	40	42	It
366	879	65	43	was
440	879	97	41	when
546	878	23	42	I
577	878	66	41	was
652	877	108	41	young
769	876	68	41	and
846	876	63	40	the
917	875	103	40	world
1029	874	34	41	to
1072	874	57	40	me
1137	873	66	40	was
1212	873	91	39	new,
1312	872	69	39	The
1389	871	103	39	stings
1500	870	69	39	and
1578	869	60	39	the
262	923	47	39	3.
318	922	73	39	The
428	920	86	41	days
533	918	132	42	shorter
672	917	83	42	grew
769	915	68	43	and
843	914	60	43	the
910	914	121	42	nights
1043	912	83	43	grew
1135	912	89	42	long,
1230	911	76	42	And
1312	910	58	42	the
1376	910	93	40	earth
1476	910	114	39	brown
1596	909	63	39	and
263	962	46	40	4.
316	961	81	40	Now
409	959	19	42	I
435	959	99	41	stand
541	958	120	40	poorly
676	956	80	41	clad
790	954	40	43	in
845	954	67	42	the
922	953	80	42	cold
1025	952	117	42	winter
1150	951	100	41	blast,
1258	950	122	41	'Neath
1388	949	58	41	the
1454	949	76	40	bare
1539	948	126	40	leafless
262	998	47	43	5.
315	1002	64	39	My
438	1001	83	41	ears
530	999	126	41	heav-y
663	997	88	43	grow
766	996	74	43	and
852	995	64	43	my
931	994	163	42	eye-sight
1101	993	64	42	has
1172	992	122	41	failed,
1302	991	79	41	And
1429	991	28	40	I
1486	991	49	38	am
1575	991	63	37	not
290	1323	152	30	au-tumn
471	1317	37	35	to
586	1318	104	33	come,
852	1307	29	41	i
917	1307	55	40	aft
979	1307	25	40	-
1011	1307	139	39	er-ward
1157	1306	62	39	the
1227	1306	116	38	winter
1351	1304	81	39	with
1439	1303	49	39	its
1496	1302	62	39	dim
1588	1301	78	39	sun-
247	1360	117	35	thorns
371	1359	89	35	were
474	1358	68	33	not
588	1357	128	37	known,
780	1348	104	38	When
912	1347	64	39	wis
982	1347	16	39	-
1004	1346	44	40	er
1079	1346	111	40	heads
1198	1345	129	40	guided
1332	1344	40	40	in
1407	1343	62	40	all
1509	1342	25	40	I
1539	1342	72	38	had
1616	1341	42	38	to
271	1403	89	32	drear
366	1400	19	35	-
391	1400	21	35	y
455	1399	56	35	did
519	1398	43	35	ap
570	1397	17	36	-
593	1397	77	34	pall,
789	1389	42	36	In
844	1388	60	37	the
909	1388	167	37	shedding
1093	1387	44	38	of
1142	1387	63	38	the
1211	1386	109	38	leaves
1326	1386	69	38	and
1408	1385	62	38	the
1488	1385	126	37	silence
1620	1384	38	37	of
259	1442	104	30	limbs
380	1438	43	34	of
470	1438	57	35	the
597	1436	59	33	tree
775	1428	58	39	All
840	1427	61	41	the
908	1427	66	41	gay
981	1427	114	39	things
1102	1428	61	36	are
1215	1429	88	32	gone
1316	1428	68	32	and
1407	1427	62	33	the
1481	1427	151	34	summer
1638	1426	28	36	is
259	1485	109	30	strong
382	1482	41	32	as
470	1481	42	29	be
594	1479	86	34	fore,
793	1472	63	36	My
907	1468	69	38	bod
984	1469	25	37	-
1021	1469	26	38	y
1093	1470	86	33	once
1212	1468	122	34	robust
1340	1466	35	36	is
1397	1465	69	36	now
1497	1464	163	37	grow-ing
267	1792	118	37	shine,
391	1789	103	40	When
501	1787	196	41	springtime
703	1785	69	42	and
778	1784	147	40	summer
932	1783	69	40	had
1007	1782	94	38	gone.
407	1826	62	40	My
493	1827	142	40	heav-en
644	1827	72	40	was
723	1826	132	40	parents
862	1824	69	41	and
941	1823	116	40	home.
1147	1777	76	41	The
1234	1777	117	41	spring
1358	1777	35	41	of
1400	1776	59	41	my
1466	1775	66	41	life
1540	1774	66	40	was
1614	1772	57	40	the
299	1833	64	41	do,
1150	1818	69	37	The
1226	1818	93	37	birds
1326	1818	83	37	gave
1416	1818	56	37	me
1479	1817	112	38	music
1598	1815	62	40	the
281	1873	107	39	song,
413	1871	73	39	The
494	1869	150	39	summer
650	1867	67	40	was
723	1866	155	39	yielding
884	1866	44	39	to
936	1866	71	38	fall.
1118	1856	43	41	In
1168	1857	62	39	the
1237	1857	153	37	west-ern
1397	1857	90	36	skies
1493	1857	116	36	where
1615	1856	60	37	the
285	1916	92	34	past,
382	1912	129	37	There's
517	1909	45	40	no
568	1908	138	39	comfort
711	1905	39	41	in
758	1905	73	40	this
836	1904	102	38	world
945	1904	51	37	for
1001	1905	67	35	me.
1149	1901	26	36	I
1180	1900	99	36	think
1285	1897	39	38	of
1330	1896	56	39	the
1392	1895	100	39	home
1499	1894	107	41	where
1613	1894	59	41	my
293	1954	88	35	rail,
409	1952	66	37	My
508	1950	146	37	journey
663	1947	45	40	on
717	1947	94	38	earth
821	1945	33	40	is
859	1945	91	38	most
956	1944	78	38	o'er.
1126	1943	38	33	It
1170	1942	104	34	won't
1280	1939	46	36	be
1336	1938	93	37	ver-y
1446	1936	80	39	long
1536	1934	63	41	till
1614	1934	58	41	the
294	2263	62	41	joy
373	2262	21	42	-
402	2262	66	41	ful
495	2261	97	40	days,
600	2259	103	41	When
711	2258	71	41	care
790	2257	68	40	had
866	2256	65	40	not
939	2255	133	39	entered
1080	2253	57	40	my
1145	2252	130	38	breast,
1284	2250	102	38	When
1395	2248	56	39	the
1460	2247	75	38	fields
1544	2246	67	38	and
1620	2245	54	37	the
253	2308	123	37	flow'rs
383	2305	78	39	gave
468	2303	55	40	me
530	2302	68	40	joy,
605	2301	76	40	And
688	2299	60	42	the
755	2298	106	41	world
870	2297	68	41	was
945	2296	46	42	an
1005	2296	91	40	Eden
1105	2295	38	41	to
1150	2295	66	40	me,
1354	2289	69	33	The
1429	2288	91	35	skies
1526	2288	86	35	were
1619	2287	57	37	my
270	2349	124	35	clouds
399	2346	88	38	were
492	2344	94	39	gray,
592	2342	66	40	The
663	2341	73	40	cool
742	2340	144	39	autumn
899	2337	106	39	winds
1011	2335	80	40	then
1099	2333	60	40	did
1166	2332	112	39	blow.
1285	2331	74	38	And
1369	2330	57	37	the
1433	2329	93	35	signs
1533	2327	85	34	were
1629	2326	44	34	de-
261	2387	178	36	childhood
445	2384	64	38	was
515	2382	108	39	spent,
628	2380	99	40	Where
733	2379	44	41	the
783	2378	48	41	fire
837	2377	37	41	on
880	2377	45	41	the
931	2376	98	40	hearth
1035	2374	83	41	used
1125	2373	37	41	to
1168	2372	100	40	glow,
1334	2372	76	33	And
1421	2370	40	34	of
1468	2369	58	35	my
1536	2367	125	38	mother
281	2429	88	35	Lord
373	2426	81	37	calls
458	2424	55	38	me
517	2422	119	39	home,
640	2420	20	40	I
664	2419	90	40	shall
758	2418	91	40	meet
853	2417	50	41	all
907	2416	65	41	my
976	2416	147	39	kindred
1127	2415	131	39	a-gain,
1323	2408	118	36	Where
1451	2407	91	38	death
1553	2406	110	41	nev-er
271	2744	111	31	woods
392	2740	84	35	were
484	2737	58	37	the
550	2735	110	38	choice
677	2731	41	42	of
730	2730	59	42	my
806	2728	108	42	ways,
922	2726	72	43	And
1008	2724	59	44	my
1080	2723	61	43	life
1174	2722	69	42	was
1252	2721	52	41	all
1338	2720	64	40	hap
1434	2719	20	39	-
1481	2719	122	35	pi-ness.
316	2782	162	31	pic-tures
483	2778	62	34	the
553	2777	93	36	earth
661	2775	68	39	was
734	2774	62	41	my
826	2773	82	46	toy,
946	2763	32	45	I
993	2764	68	44	was
1067	2764	73	43	hap
1148	2763	25	44	-
1180	2763	55	43	py
1251	2762	48	42	as
1308	2762	136	38	mor-tal
1453	2759	97	37	could
1560	2755	61	38	be.
304	2824	69	32	clar
385	2821	22	35	-
417	2820	58	35	ing
493	2818	36	37	in
579	2816	46	38	no
677	2814	141	38	dis-tant
829	2810	81	41	day,
948	2807	67	42	The
1029	2805	128	41	ground
1170	2803	109	40	would
1288	2800	44	42	be
1339	2799	136	39	covered
1484	2797	78	39	with
1572	2796	99	37	snow.
309	2864	75	31	dear
404	2861	73	33	who
488	2859	68	34	was
589	2856	21	36	a
630	2855	20	37	-
672	2853	65	38	ged
745	2852	67	38	and
822	2850	99	39	bent,
927	2847	65	41	She
1003	2846	64	41	has
1074	2845	86	40	gone
1189	2843	35	41	to
1238	2842	57	41	the
1306	2841	98	40	grave
1409	2839	78	41	long
1496	2839	21	40	a
1530	2838	22	41	-
1557	2838	53	40	go.
293	2906	105	26	comes
413	2900	63	31	and
508	2896	20	34	I
575	2899	47	33	no
637	2897	92	34	more
735	2893	89	36	shall
830	2890	112	38	roam,
948	2887	103	39	There
1084	2884	55	40	all
1184	2882	42	41	of
1237	2881	58	40	my
1308	2880	145	38	troubles
1459	2878	91	38	shall
1557	2877	69	37	end.
636	3062	173	41	Copyright,
817	3062	71	39	1901,
896	3061	49	39	by
954	3060	131	38	Tindley
1093	3056	27	41	&
1129	3055	128	39	Wright.
