x	y	w	h	content
1372	578	134	65	NO.
1520	581	90	66	21.
1046	645	139	61	THE
1223	648	393	72	HEAVENLY
1651	659	271	70	UNION.
702	702	167	54	1-Com,
880	711	128	50	saints
1019	717	78	47	and
1117	720	164	49	sinners,
1292	726	97	46	hear
1399	729	61	45	me
1528	728	139	53	3-But
1678	734	106	51	when
1796	739	17	48	I
1824	740	119	52	hated
1955	745	52	50	all
2019	748	64	50	my
2095	750	87	53	sins,
776	760	84	46	tell,
1527	780	71	50	My
1612	784	92	50	dear
1715	789	202	52	Redeemer
1928	797	93	47	took
2031	799	62	47	me
2103	801	52	46	in,
698	808	75	48	The
783	810	173	50	wonders
967	815	44	47	of
1021	817	222	55	Emmanuel,
1530	833	82	47	And
1626	836	88	48	with
1729	838	77	50	His
1828	841	139	53	blood,
1977	845	60	51	He
2064	848	147	55	washed
2221	854	27	50	m
698	856	101	52	Who
809	860	119	52	saved
938	865	59	49	me
1007	868	91	49	from
1121	871	28	48	a
1159	872	166	52	burning
1335	877	78	49	hell
1604	890	122	46	clean,
700	906	84	52	And
799	911	174	54	brought
983	918	69	49	my
1072	921	102	50	soul
1186	924	99	49	with
1304	927	80	48	Him
1406	928	39	49	to
1527	935	99	49	And,
1635	939	70	47	oh,
1714	942	102	48	what
1826	946	162	50	seasons
1999	951	28	46	I
2038	952	101	49	have
2150	955	85	50	seen
775	954	113	47	dwell,
695	1001	87	49	And
794	1004	94	48	gave
901	1006	59	48	me
972	1009	198	52	Heavenly
1185	1015	132	53	Union.
1524	985	112	48	Since
1646	988	89	49	first
1746	991	24	47	I
1780	992	120	51	found
1911	997	83	50	this
2006	1000	127	53	Union.
689	1069	186	55	2-When
886	1078	108	49	Jesus
1005	1082	73	48	saw
1089	1085	59	48	me
1159	1087	89	50	from
1272	1090	51	50	on
1333	1092	90	53	high
1520	1055	83	50	4-I
1614	1058	157	53	praised
1782	1063	62	51	the
1855	1065	105	53	Lord
1970	1069	90	53	both
2071	1072	114	55	night
2196	1076	62	54	and
689	1122	140	49	Beheld
840	1125	68	49	my
919	1127	88	51	soul
1017	1131	42	49	in
1072	1133	88	51	ruin
1174	1138	62	49	lie,
1603	1108	59	50	day
1675	1114	17	47	,
688	1171	38	49	It
737	1173	154	51	grieved
902	1179	63	48	me
977	1181	45	48	so
1032	1183	89	50	that
1132	1187	27	47	I
1169	1188	108	51	must
1287	1192	74	51	die.
1519	1159	23	45	I
1551	1160	97	48	went
1657	1163	89	48	from
1770	1166	122	51	house
1902	1170	45	50	to
1962	1172	126	54	house
2101	1176	44	53	to
2155	1178	99	57	pray,
683	1221	23	47	I
717	1222	133	51	strove
862	1228	193	55	salvation
1068	1237	61	50	for
1142	1239	42	51	to
1197	1241	79	55	buy,
1522	1208	84	49	And
1617	1211	34	47	if
1662	1213	19	46	I
1692	1214	78	49	met
1782	1218	72	49	one
1866	1221	51	49	on
1929	1223	66	50	the
2007	1226	96	53	way,
728	1272	74	50	But
814	1275	83	51	still
909	1279	15	49	I
936	1280	120	54	found
1068	1285	55	51	no
1138	1288	135	55	Union.
1519	1259	15	46	I
1545	1260	145	49	always
1701	1266	121	49	found
1833	1271	209	55	something
2053	1279	45	50	to
2109	1281	62	52	say
1519	1303	126	44	About
1654	1307	64	44	the
1732	1309	191	50	Heavenly
1940	1316	131	49	Union.
1091	1360	87	48	5-I
1188	1362	154	50	wonder
1352	1367	84	48	why
1447	1370	56	48	all
1514	1372	123	51	saints
1647	1377	106	51	don't
1763	1382	91	51	sing
1097	1411	82	46	And
1189	1413	113	48	make
1313	1416	64	48	the
1387	1418	188	54	heavenly
1603	1426	133	53	arches
1747	1432	101	53	ring,
1096	1460	81	48	And
1189	1463	133	50	spread
1333	1468	61	48	the
1405	1470	97	50	news
1513	1473	89	50	from
1618	1477	131	52	poleto
1759	1481	89	51	pole
1090	1506	95	52	'Till
1195	1512	117	51	every
1323	1518	134	51	nation
1469	1523	75	48	has
1557	1525	92	49	been
1663	1525	79	51	told
1129	1562	129	50	About
1269	1565	67	50	the
1347	1567	196	56	Heavenly
1558	1574	145	58	Union.
1333	1688	154	68	NO.
1502	1695	91	66	22.
1013	1754	196	64	AWAY
1245	1759	62	63	IN
1361	1762	137	66	THE
1538	1768	388	72	KINGDOM.
669	1827	176	49	1-Come
859	1833	59	46	all
928	1835	208	51	oppressed
1157	1841	77	48	and
1260	1844	97	48	hear
1366	1846	63	48	me
1493	1845	111	55	2-Of
1617	1851	172	56	glorious
1802	1859	141	54	liberty
1956	1866	65	51	I'll
2034	1869	91	52	sing,
746	1880	72	41	tell
1536	1901	117	52	Away
1664	1906	43	49	in
1722	1908	64	50	the
1798	1912	200	53	Kingdom.
711	1930	114	47	Away
836	1932	41	46	in
888	1933	68	48	the
966	1936	201	55	Kingdom,
1497	1952	82	50	And
1591	1955	110	51	make
1713	1959	63	49	the
1789	1962	188	54	heavenly
1995	1969	135	53	arches
2143	1974	87	53	ring,
670	1975	96	50	That
777	1980	111	50	Jesus
899	1985	216	52	conquered
1125	1992	107	49	death
1242	1995	73	49	and
1324	1997	86	49	hell,
1535	2006	115	49	Away
1665	2008	41	49	in
1721	2009	68	50	the
1803	2012	205	54	Kingdom.
702	2026	119	51	Away
832	2029	43	50	in
886	2031	68	51	the
964	2035	198	58	Kingdom.
1490	2050	70	52	He,
1573	2054	54	50	all
1640	2057	64	49	my
1717	2060	135	51	prison
1865	2065	98	51	bars
1975	2068	58	51	did
2046	2070	122	56	break,
660	2075	55	50	He
728	2079	144	54	bought
885	2086	61	50	my
959	2089	151	53	pardon
1122	2095	52	49	on
1187	2098	68	48	the
