x	y	w	h	content
186	511	101	68	No.
301	510	55	69	5.
515	482	132	89	Let
670	481	188	91	Jesus
887	481	115	91	fix
1018	482	70	90	it
1104	483	115	89	for
1247	484	133	87	you.
264	590	45	48	C.
317	590	51	48	A.
377	591	177	47	TINDLEY.
1356	593	45	46	F.
1411	593	45	47	A.
1466	595	132	46	CLARK.
325	855	45	42	1.
392	854	45	42	If
525	854	92	47	your
625	856	71	47	life
735	858	43	46	in
795	859	89	46	days
893	861	85	45	gone
987	862	76	44	by,
1081	863	82	43	Has
1178	863	64	43	not
1251	864	82	42	been
1343	864	87	41	good
1440	864	75	40	and
1534	863	85	40	true,
321	901	47	46	2.
376	902	142	47	Perhaps
526	905	88	46	your
622	907	65	44	tem
701	908	19	44	-
728	909	73	44	per
818	910	46	43	is
918	911	39	43	to
966	912	115	43	blame,
1089	913	76	43	For
1177	914	72	43	ma-
1258	914	51	43	ny
1318	914	127	44	wrongs
1454	914	72	44	you
1538	914	51	44	do,
323	951	50	45	3.
387	952	47	45	If
468	953	45	45	in
524	953	85	47	your
617	954	103	47	home
728	956	62	46	the
798	957	164	47	troub-le
996	959	45	46	is
1084	960	70	46	The
1163	961	111	46	course
1282	962	65	45	you
1355	963	120	45	should
1483	964	132	45	pursue,
322	1004	46	43	4.
377	1004	79	44	And
479	1005	38	44	if
526	1006	95	44	some
630	1006	58	45	sin
696	1007	88	45	your
793	1008	76	45	soul
878	1008	82	46	hath
969	1009	115	46	bound
1092	1010	91	45	With
1191	1011	91	45	cords
1290	1011	66	46	you
1365	1012	88	45	can't
1461	1013	69	45	un-
1538	1013	52	45	do,
321	1052	44	45	5.
376	1053	81	46	May
467	1054	53	46	be
550	1055	41	46	to
618	1056	70	46	you
724	1057	61	47	the
796	1057	107	48	world
916	1058	38	47	is
978	1059	96	47	dark,
1084	1060	76	47	And
1170	1060	164	47	comforts
1350	1061	61	46	far
1441	1062	73	44	and
1527	1062	76	44	few,
351	1556	44	44	In
407	1557	81	44	your
497	1559	76	43	own
582	1560	70	43	way
661	1561	53	42	no
737	1562	147	42	longer
893	1563	72	41	try,
975	1564	78	40	But
1065	1564	61	40	let
1144	1565	73	39	Him
1243	1564	53	39	fix
1342	1564	41	38	it
1409	1564	59	37	for
1510	1572	68	35	you.
329	1601	95	48	Take
435	1604	41	46	it
513	1606	38	45	to
562	1607	80	45	God
668	1609	41	44	in
749	1611	114	43	Je-sus'
873	1613	105	41	name,
988	1614	75	41	And
1073	1615	63	40	He
1149	1616	84	38	will
1242	1616	57	38	fix
1341	1617	40	37	it
1409	1615	58	37	for
1508	1622	73	33	you.
330	1654	47	46	Go
387	1655	71	46	talk
467	1657	81	45	with
557	1658	75	44	God,
641	1660	80	43	your
731	1661	92	43	hand
832	1662	42	42	in
892	1663	84	41	His,
985	1664	78	40	And
1072	1664	62	40	He
1144	1664	86	40	will
1240	1664	56	39	fix
1339	1667	39	35	it
1409	1666	53	38	for
1506	1668	70	39	you.
351	1706	54	42	At
425	1706	37	43	Je
471	1706	16	44	-
496	1706	73	45	sus'
578	1707	72	45	feet
660	1708	45	45	go
739	1708	61	46	lay
826	1709	40	45	it
875	1710	94	45	down
984	1711	75	44	And
1069	1712	61	43	He
1143	1713	83	42	will
1238	1714	53	41	fix
1339	1715	42	39	it
1407	1716	56	38	for
1506	1719	77	39	you.
344	1757	71	40	Let
424	1757	112	43	Je-sus
545	1758	71	43	own
625	1759	71	43	and
704	1759	74	44	rule
787	1760	79	44	your
874	1761	100	43	heart
983	1761	76	43	And
1070	1762	59	42	He
1145	1763	79	41	will
1240	1763	51	41	fix
1341	1764	40	39	it
1408	1765	58	37	for
1507	1772	74	34	you.
342	2052	146	33	CHORUS.
332	2244	68	38	Let
447	2246	45	39	Je
510	2247	22	39	-
541	2247	63	41	sus
618	2248	49	41	fix
716	2250	37	41	it
786	2250	54	42	for
870	2251	88	43	you,
985	2253	54	42	He
1048	2253	119	43	knows
1175	2255	76	42	just
1259	2255	95	42	what
1381	2256	38	41	to
1458	2257	67	40	do;
1535	2257	102	40	When
1650	2258	4	39	-
342	2726	92	39	ev-er
443	2727	65	39	you
521	2727	85	41	pray,
615	2728	53	40	let
676	2728	68	41	Him
762	2729	85	42	have
856	2730	63	41	His
927	2731	80	41	way,
1015	2732	73	41	And
1101	2733	59	41	He
1168	2734	75	40	will
1251	2735	52	40	fix
1332	2736	37	39	it
1389	2737	56	38	for
1487	2739	69	37	you.
637	2960	176	44	Copyright,
821	2965	72	40	1906,
901	2967	44	39	by
953	2967	38	40	C.
1000	2968	40	39	A.
1049	2969	134	40	Tindley.
